Record,Funder,CIF,EntityGeneral,Entity,Type,TypeSpecific,Lat,Long,ProjectTitle,EnBudget,EnSubsidy,ProjectBudget,ProjectSubsidy,Approved,Year
,,,,,,,,,,,,,,,
IMIDCA/2021/63,IVACE,B54166277,INNOVATEC SENSORIZACION Y COMUNICACIÓN SL,INNOVATEC SENSORIZACION Y COMUNICACIÓN SL,Private for-profit,Private for-profit,38 41 19,0 28 40,"Investigación e integración de nuevas tecnologías TICs para el desarrollo de una nueva generación de sistemas de gestión de información capturada desde
sensores aerotransportados-TRANSVISUAL",122084,73250.4,300223,180133.8,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/47,AVI,B98198682,INICIATIVA SOCIAL INTEGRAL PER AL BENESTAR SOCIEDA,INICIATIVA SOCIAL INTEGRAL PER AL BENESTAR SOCIEDA,Private for-profit,Private for-profit,39 28 13,0 22 38,TECNOLOGÍAS ASISTIVAS DE VOZ MULTIPLATAFORMA PARA LA DETECCIÓN Y ABORDAJE DE SOLEDAD NO DESEADA EN PERSONAS MAYORES,185537.72,92768.86,637382.07,544613.21,1,2021
INNACAD00/18/013,AVI,B97746267,INGESIS AUTOMATIZACIÓN SL,INGESIS AUTOMATIZACIÓN SL,Private for-profit,Private for-profit,39 07 24,0 32 07,Investigación y desarrollo de sistema inteligente de gestión de tecnologías con capacidades multifuncionales para la mejora operativa en la industria,241236,144741.6,535481,291864.1,1,2018
,,,,,,,,,,,,,,,
IMIDCA/2019/44,IVACE,B96782750,INGENIERIA PARA EL DESARROLLO TECNOLOGICO SL,INGENIERIA PARA EL DESARROLLO TECNOLOGICO SL,Private for-profit,Private for-profit,39 30 42,0 27 21,Investigación y desarrollo de un nuevo proceso de eliminación de contaminantes refractorios mediante oxidación con radiacion UV en fase vapor,39133,23479.8,110054,58940.3,1,2019
INNCAD/2021/66,AVI,B40648990,INGENIERIA ELECTRONICA A TU MEDIDA SL,INGENIERIA ELECTRONICA A TU MEDIDA SL,Private for-profit,Private for-profit,39 30 18,0 25 24,PLATAFORMA DISTRIBUIDA DE EXTRACCIÓN Y PROCESAMIENTO DE DATOS BASADO EN NODOS EDGE COMPUTING CON TÉCNICAS DE CLUSTERIZACIÓN DE PROCESOS,146895,88137,539799.03,260789.61,1,2021
INNEST/2022/239,AVI,B53393963,INGENIERIA DE COMPUESTOS SL,INGENIERIA DE COMPUESTOS SL,Private for-profit,Big company,38 26 51,0 48 23,INVESTIGACIÓN APLICADA PARA EL DESARROLLO DE MATERIALES COMPUESTOS DE ALTA SOSTENIBILIDAD,337845.87,135138.34,537291.83,334584.3,1,2022
INNCAD/2021/115,AVI,B53393963,INGENIERIA DE COMPUESTOS SL,INGENIERIA DE COMPUESTOS SL,Private for-profit,Big company,38 26 51,0 48 23,INVESTIGACIÓN Y DESARROLLO DE COMPOSITES DE ALTAS PRESTACIONES TÉCNICAS Y ESTÉTICA DIFERENCIADORA,257201.89,102880.75,688736.89,361801.75,1,2021
IMIDCA/2017/23,IVACE,B53393963,INGENIERIA DE COMPUESTOS SL,INGENIERIA DE COMPUESTOS SL,Private for-profit,Big company,38 26 51,0 48 23,VERIPAT,46703.4,25516.53,100715.4,55223.13,1,2017
IMIDCA/2019/27,IVACE,B98711997,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,Private for-profit,Micro company,39 29 15,0 22 27,Aplicación de hormigón de ultra alta resistencia (UHPC) en la construcción de infraestructuras portuarias de cimentación de aerogeneradores-WINDCRETE,75430,45258,199528.25,94897.3,1,2019
IMIDCA/2016/52,IVACE,B98711997,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,Private for-profit,Micro company,39 29 15,0 22 27,Cajón para obra marítima con sustitución de armadura mínima en paredes por hormigon con fibras,116145,40650.75,187116,79684.8,1,2016
INNEST/2022/12,AVI,B98711997,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,Private for-profit,Micro company,39 29 15,0 22 27,ECOHORMIGÓN PARA ARRECIFES ARTIFICIALES Y OTRAS INFRAESTRUCTURAS MARÍTIMAS,102740,61644,660039.82,496458.86,1,2022
IMIDCA/2017/38,IVACE,B98711997,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,Private for-profit,Micro company,39 29 15,0 22 27,Elementos especiales en obra marítima con hromigón armado de fibras,55385.62,24923.52,155238.09,49886.63,1,2017
IMIDCA/2018/5,IVACE,B98711997,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,Private for-profit,Micro company,39 29 15,0 22 27,Windports,87600,48180,224395,96058.25,1,2018
INNEST00/19/161,AVI,B98711997,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,INGENIERIA AVANZADA DE OBRAS MARITIMAS SLP,Private for-profit,Micro company,39 29 15,0 22 27,"WINDS-STORE  ""DESARROLLO DE UN SISTEMA DE GENERACIÓN DE ENERGÍA EÓLICA CON CAPACIDAD DE ALMACENAMIENTO PARA SU APLICACIÓN EN INFRAESTRUCTURAS OFFSHORE¨",104570,62742,667942.09,449586.38,1,2019
INNEST/2022/36,AVI,B98140239,INGENERIA Y DESARROLLOS RENOVABLES SL,INGENERIA Y DESARROLLOS RENOVABLES SL,Private for-profit,Small company,39 21 58,0 26 53,DESARROLLO DE UN SISTEMA DE PASTEURIZACIÓN MODULAR CON TECNOLOGÍAS DE RECUPERACIÓN DE CALOR PARA LA MÁXIMA EFICIENCIA EN EL TRATAMIENTO DE LODOS DESHIDRATADOS DE DEPURADORA Y SU REVALORIZACIÓN AGRÍCOLA,208208.68,124925.21,500873.83,317129.86,1,2022
INNEST/2022/77,AVI,B98140239,INGENERIA Y DESARROLLOS RENOVABLES SL,INGENERIA Y DESARROLLOS RENOVABLES SL,Private for-profit,Small company,39 21 58,0 26 53,INTEGRACIÓN DE SISTEMAS AGRONÓMICOS Y FOTOVOLTAICOS PARA LA PRODUCCIÓN INTELIGENTE DE CULTIVOS MEDITERRÁNEOS Y SUBTROPICALES,342251.94,205351.16,775671.3,590767.92,1,2022
,,,,,,,,,,,,,,,
INNCAD/2021/98,AVI,B98140239,INGENERIA Y DESARROLLOS RENOVABLES SL,INGENERIA Y DESARROLLOS RENOVABLES SL,Private for-profit,Small company,39 21 58,0 26 53,RECUPERACIÓN AVANZADA DE NUTRIENTES DE LODOS DE DEPURADORA PARA LA OBTENCIÓN DE PRODUCTOS DE VALOR AÑADIDO PARA AGRICULTURA: BIOESTIMULANTES Y FERTILIZANTES LÍQUIDOS,225947,180757.6,604512.2,408767.76,1,2021
IMIDCA/2019/37,IVACE,B98140239,INGENERIA Y DESARROLLOS RENOVABLES SL,INGENERIA Y DESARROLLOS RENOVABLES SL,Private for-profit,Small company,39 21 58,0 26 53,Sistema integral de tratamiento de digestatos con etapa de revalorización de los productos - PowerDigest,246468,147880.8,371783,223069.8,1,2019
INNEST/2022/381,AVI,B97635494,INGELIA SOCIDAD LIMITADA,INGELIA SOCIDAD LIMITADA,Private for-profit,Small company,39 28 56,0 21 50,INVESTIGACIÓN SOBRE LA VALORIZACIÓN INDUSTRIAL DE RESIDUOS DE BIOMASA AUTÓCTONA Y ALGODÓN DEL SECTOR TEXTIL MEDIANTE UN PROCESO DE CARBONIZACIÓN HIDROTERMAL PARA LOS SECTORES DEL MUEBLE Y LA CONSTRUCCIÓN,119573,71743.8,596450.74,502126.64,1,2022
INNCAD/2021/116,AVI,B97635494,INGELIA SOCIDAD LIMITADA,INGELIA SOCIDAD LIMITADA,Private for-profit,Small company,39 28 56,0 21 50,PRODUCCIÓN DE RESINAS RENOVABLES A PARTIR DE BIOMASA RESIDUAL,332767.57,261947.84,541345.77,428810.4,1,2021
INNEST/2022/310,AVI,A40573396,INFRA. I SERV. TELECOM. I CERTIFICACIO SAU,INFRA. I SERV. TELECOM. I CERTIFICACIO SAU,Private for-profit,Small company,39 30 37,0 25 26,NUEVA GENERACIÓN DE METASUPERFICIES INTELIGENTES BASADAS EN FABRICACIÓN ADITIVA PARA APLICACIONES ESTRATÉGICAS EN TELECOMUNICACIONES Y BIOMEDICINA,163931.91,98359.14,1007690.39,812827.62,1,2022
INNEST/2021/133,AVI,A96805593,"INFOPORT VALENCIA, S.A.","INFOPORT VALENCIA, S.A.",Private for-profit,Private for-profit,39 27 05,0 20 25,ARQUITECTURA DE GEMELOS DIGITALES Y SERVICIOS DE APRENDIZAJE AUTOMÁTICO PARA LA PLANIFICACIÓN EN EL TRANSPORTE TERRESTRE DE MERCANCÍAS,180000,90000,530000,400000,1,2021
,,,,,,,,,,,,,,,
IMIDCA/2016/26,IVACE,A96805593,"INFOPORT VALENCIA, S.A.","INFOPORT VALENCIA, S.A.",Private for-profit,Private for-profit,39 27 05,0 20 25,"Avantport, aplicación de vehículos aéreos no tripulados en sistemas inteligentes para la seguridad y el medio ambiente de infraestructuras portuarias",115793,40527.55,177418,68258.8,1,2016
INNEST00/18/019,AVI,A96805593,"INFOPORT VALENCIA, S.A.","INFOPORT VALENCIA, S.A.",Private for-profit,Private for-profit,39 27 05,0 20 25,GESTIÓN PORTUARIA DEL CONTENEDOR 4.0,81463,40731.5,531477.17,346737.17,1,2018
,,,,,,,,,,,,,,,
IMIDCA/2017/33,IVACE,A96805593,"INFOPORT VALENCIA, S.A.","INFOPORT VALENCIA, S.A.",Private for-profit,Private for-profit,39 27 05,0 20 25,ORTIPORT,70257,24589.95,182964,70074,1,2017
,,,,,,,,,,,,,,,
INNEST/2021/127,AVI,A96805593,"INFOPORT VALENCIA, S.A.","INFOPORT VALENCIA, S.A.",Private for-profit,Private for-profit,39 27 05,0 20 25,VIGILANCIA MEDIANTE VISIÓN E INTELIGENCIA ARTIFICIAL EN ÁREAS INDUSTRIALES,170000,85000,706201.21,549202.49,1,2021
IMIDCA/2021/26,IVACE,B96630421,INESFLY CORPORATION S.L.,INESFLY CORPORATION S.L.,Private for-profit,Private for-profit,39 25 41,0 24 32,DESARROLLO DE UNA NUEVA ESTRATEGIA DE CONTROL INTEGRAL DE MOSQUITO TIGRE EN ENTORNOS RESIDENCIALES,139776,83865.6,224823,126389.1,1,2021
INNEST/2021/305,AVI,B96630421,INESFLY CORPORATION S.L.,INESFLY CORPORATION S.L.,Private for-profit,Private for-profit,39 25 41,0 24 32,NUEVA ESTRATEGIA DE CONTROL DE PSEUDOCÓCCIDOS Y HORMIGAS EN CÍTRICOS Y CAQUI MEIDANTE TRATAMIENTOS DIANA DE RESIDUO CERO CON INSECTICIDAS MICROENCAPSULADOS EN RECUBRIMIENTOS POLIMÉRICO-MINERALES ACUOSOS,198183.5,158546.8,684250.09,589548.41,1,2021
,,,,,,,,,,,,,,,
INNEST/2022/347,AVI,G03057155,INESCOP,INESCOP,Technological institute,Technological institute,38 27 48,0 49 18,BIOPRODUCTOS A PARTIR DE LA VALORIZACIÓN DE SUBPRODUCTOS DE LA INDUSTRIA PRIMARIA PRODUCTORA DE HUEVOS Y SU APLICACIÓN EN SECTORES ESTRATÉGICOS DE LA COMUNIDAD VALENCIANA,179795.08,179795.08,525418.38,525418.38,1,2022
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2022/305,AVI,G03057155,INESCOP,INESCOP,Technological institute,Technological institute,38 27 48,0 49 18,DESARROLLO DE TÉCNICAS DE RECICLADO TERCIARIO PARA LA PAJA DEL ARROZ A TRAVÉS DEL DESARROLLO DE APLICACIONES TECNOLÓGICAS AVANZADAS ORIENTADAS A LA INDUSTRIA DEL CALZADO,158141.87,158141.87,524351.18,468662.91,1,2022
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/180,AVI,G03057155,INESCOP,INESCOP,Technological institute,Technological institute,38 27 48,0 49 18,PREVENCIÓN Y MEJORA DEL ENVEJECIMIENTO ACTIVO MEDIANTE CALZADO NEUROESTIMULATIVO,157358.84,157358.84,703705.22,613781.72,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/229,AVI,G03057155,INESCOP,INESCOP,Technological institute,Technological institute,38 27 48,0 49 18,TECNOLOGÍAS ROBÓTICAS APLICADAS AL DESARROLLO DE NUEVAS BOTAS DE INTERVENCIÓN INTELIGENTES Y SOSTENIBLES (2),234195.39,234195.39,644912.29,555912.29,1,2021
INNEST/2022/242,AVI,B96442470,INDUTEC SOLID SOCIEDAD LIMITADA,INDUTEC SOLID SOCIEDAD LIMITADA,Private for-profit,Small company,39 25 42,0 24 25,INVESTIGACIÓN SOBRE LA VALORIZACIÓN INDUSTRIAL DE RESIDUOS DE BIOMASA AUTÓCTONA Y ALGODÓN DEL SECTOR TEXTIL MEDIANTE UN PROCESO DE CARBONIZACIÓN HIDROTERMAL PARA LOS SECTORES DEL MUEBLE Y LA CONSTRUCCIÓN,116237.25,69742.35,596450.74,502126.64,1,2022
,,,,,,,,,,,,,,,
INNEST/2020/60,AVI,B46054508,INDUSTRIAS TAYG SL,INDUSTRIAS TAYG SL,Private for-profit,Private for-profit,39 23 15,0 24 32,PREVENCIÓN DE INFECCIONES NOSOCOMIALES MEDIANTE EL DESARROLLO DE MATERIALES HÍBRIDOS BACTERIOSTÁTICOS Y/O BACTERICIDAS PARA MOBILIARIO SANITARIO,128466,51386.4,583610.49,468490.89,1,2020
IMIDCA/2016/44,IVACE,A46134748,"INDUSTRIAS MECÁNICAS ALCÚDIA, SA","INDUSTRIAS MECÁNICAS ALCÚDIA, SA",Private for-profit,Private for-profit,39 12 25,0 30 32,Investigación en biorrefinería urbana: valorización de los residuos urbanos mediante la obtención de bioetanol y bioproductos. FORSU2BIO,222027,99912.15,411406,204070.6,1,2016
IMIDCA/2016/36,IVACE,A03297959,"INDUSTRIAS DE NEUMÁTICO, SA","INDUSTRIAS DE NEUMÁTICO, SA",Private for-profit,Private for-profit,38 17 45,0 36 44,Desarrollo de un nuevo sistema de micronizado de NFU (ECO-NFU),195488,48872,369232,127056.8,1,2016
,,,,,,,,,,,,,,,
INNCAD/2020/42,AVI,A46078267,INDUSTRIAS ALEGRE S.A.,INDUSTRIAS ALEGRE S.A.,Private for-profit,Big company,39 23 22,0 23 45,Advanced Urban Delivery and Refuse Recovery,130225,48572.2,802865.2,469358.83,1,2020
INNEST/2021/130,AVI,A46078267,INDUSTRIAS ALEGRE S.A.,INDUSTRIAS ALEGRE S.A.,Private for-profit,Big company,39 23 22,0 23 45,DEMOSTRADOR TECNOLÓGICO DE UN PAQUETE DE BATERÍAS PARA VEHÍCULO ELÉCTRICO,308514.42,123405.77,1978933.64,1231670.77,1,2021
,,,,,,,,,,,,,,,
INNEST/2021/225,AVI,A46078267,INDUSTRIAS ALEGRE S.A.,INDUSTRIAS ALEGRE S.A.,Private for-profit,Big company,39 23 22,0 23 45,INVESTIGACIÓN Y DESARROLLO DE NUEVOS MATERIALES COMPOSITES Y SUS PROCESOS PRODUCTIVOS AVANZADOS,288076.73,115230.69,863489.74,512243.1,1,2021
,,,,,,,,,,,,,,,
INNEST/2021/103,AVI,A03355450,INDUSTRIAL ZAPATERIA SA,INDUSTRIAL ZAPATERIA SA,Private for-profit,Private for-profit,38 07 45,0 51 18,TECNOLOGÍAS ROBÓTICAS APLICADAS AL DESARROLLO DE NUEVAS BOTAS DE INTERVENCIÓN INTELIGENTES Y SOSTENIBLES (2),178000,89000,644912.29,555912.29,1,2021
,,,,,,,,,,,,,,,
INNEST00/18/016,AVI,B98112329,IGENOMIX SL,IGENOMIX SL,Private for-profit,Private for-profit,39 32 55,0 27 59,PROFERTILITY,177137.8,132853.35,574212.04,442570.82,1,2018
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2021/24,IVACE,B53856027,IDFA SLU,IDFA SLU,Private for-profit,Private for-profit,38 36 54,0 36 00,Desarrollo de un nuevo proceso de inyección de materiales termoplásticos sobre relleno hidrosoluble para la obtención de piezas huecas,47872.8,28723.68,99455.3,59673.18,1,2021
,,,,,,,,,,,,,,,
INNEST/2022/134,AVI,B98155328,IDAI-NATURE SOCIEDAD LIMITADA,IDAI-NATURE SOCIEDAD LIMITADA,Private for-profit,Big company,39 35 21,0 32 14,DESARROLLO DE INNOVADORES BIOPLAGUICIDAS CON PUERTAS MOLECULARES PARA EL CONTROL DE ENFERMEDADES CAUSADAS POR HONGOS FITOPATÓGENOS,201530.93,80612.38,559623.65,398589.1,1,2022
INNEST/2021/84,AVI,B98155328,IDAI-NATURE SOCIEDAD LIMITADA,IDAI-NATURE SOCIEDAD LIMITADA,Private for-profit,Big company,39 35 21,0 32 14,"NUEVOS TRATAMIENTOS FITOSANITARIOS A PARTIR DE SUSTANCIAS NATURALES, CONTRA LA PLAGA DE PSEUDOCOCCIDOS O COTONET, MEDIANTE APLICACIÓN CONTROLADA",190383.48,76153.4,716437.71,501318.13,1,2021
INNEST/2021/237,AVI,G96361555,IBV,IBV,Technological institute,Technological institute,39 28 52,0 21 30,"GENERACIÓN DE NUEVAS HERRAMIENTAS TECNOLÓGICAS NO INTRUSIVAS BASADAS EN IA, PARA LA GENERACIÓN DE NUEVOS INDICADORES DE SALUD QUE FAVOREZCAN LA PREVENCIÓN Y MEJOREN EL MANEJO Y SEGUIMIENTO DEL ESTADO DE FRAGILIDAD Y LAS AFECTACIONES CRÓNICAS MÁS PREV",221857.06,221857.06,775420.63,545629.78,1,2021
,,,,,,,,,,,,,,,
INNEST/2022/216,AVI,Q2818002D,IBMCP,IBMCP,Research institute,Research institute,39 28 40,0 20 00,DESARROLLO DE DISPOSITIVOS DE COMUNICACIONES DE ALTA FRECUENCIA UTILIZANDO TECNOLOGÍAS AVANZADAS DE FABRICACIÓN ADITIVA Y METALIZADO,162231.02,162231.02,665107,599941.71,1,2022
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2022/167,AVI,Q2818002D,IBMCP,IBMCP,Research institute,Research institute,39 28 40,0 20 00,DESARROLLO DE UN SENSOR PORTATIL PARA LA DETECCION TEMPRANA DE BOTRYTIS CINEREA EN EL VINEDO,267838.39,267838.39,619373.46,564838.48,1,2022
INNEST/2022/25,AVI,Q2818002D,IBMCP,IBMCP,Research institute,Research institute,39 28 40,0 20 00,DESARROLLO Y FABRICACIÓN DE ELASTÓMEROS BIODEGRADABLES Y BIOBASADOS PARA APLICACIONES MULTISECTORIALES EN UN CONTEXTO DE BIOECONOMÍA CIRCULAR,188592,188592,635034.57,530828.17,1,2022
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2022/20,AVI,Q2818002D,IBMCP,IBMCP,Research institute,Research institute,39 28 40,0 20 00,FORMULACIONES SOSTENIBLES A PARTIR DE CO2 Y RESIDUOS DE LA INDUSTRIA CÍTRICA VALENCIANA APLICADAS A MATERIALES DE CONSTRUCCIÓN,110071.43,110071.43,584602.88,423392.5,1,2022
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/266,AVI,Q2818002D,IBMCP,IBMCP,Research institute,Research institute,39 28 40,0 20 00,PRODUCCIÓN DE PEQUEÑOS FORMATOS DE ANTICUERPOS EN LEVADURAS FRENTE A DIFERENTES BACTERIAS DEL SECTOR GANADERO,268895.47,268895.47,573014.13,573014.13,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2022/63,AVI,Q2818002D,IBMCP,IBMCP,Research institute,Research institute,39 28 40,0 20 00,UNA NUEVA MODERNIZACIÓN DEL REGADÍO VALENCIANO BASADA EN LA DIGITALIZACIÓN Y LAS NUEVAS TECNOLOGIAS (DIGITALRIEGO),140365.23,140365.23,675113.24,570127.7,1,2022
,,,,,,,,,,,,,,,
INNEST/2020/121,AVI,Q2818002D,IBMCP,IBMCP,Research institute,Research institute,39 28 40,0 20 00,Valorización de residuos bioplásticos utilizados en plasticultura mediante compostaje industrial para obtención de compost de alto valor añadido,147118.98,136551.87,544798.44,413362.22,1,2020
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/166,AVI,B97209258,IBER RESINAS SL,IBER RESINAS SL,Private for-profit,Private for-profit,39 33 49,0 37 59,"DESARROLLO DE NUEVOS MATERIALES RECICLADOS A PARTIR DE RESIDUOS DE ENVASES DE PET MULTICAPA PARA APLICACIONES DE CALZADO, JUGUETE Y CONSTRUCCIÓN",220100,132060,850481.12,702302.92,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/7,AVI,Q2818001D,IATA,IATA,Research institute,Research institute,39 30 52,0 25 30,INVESTIGACIÓN Y DESARROLLO DE UN SISTEMA BIOTECNOLÓGICO INTEGRAL DE LIMPIEZA Y DESINFECCIÓN DE PATÓGENOS CON APLICACIÓN EN SEGURIDAD ALIMENTARIA Y ÁMBITO CLÍNICO (2),122249.42,122249.42,800471.06,715546.38,1,2021
INNEST/2021/27,AVI,Q2818001D,IATA,IATA,Research institute,Research institute,39 30 52,0 25 30,VALORIZACIÓN INTEGRAL Y CONTINUA DE RESIDUOS AGRÍCOLAS DE LA COMUNIDAD VALENCIANA PARA LA OBTENCIÓN DE INGREDIENTES ALIMENTARIOS FUNCIONALES,218072.42,218072.42,625680.76,503442.71,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/340,AVI,Q2818005D,I2SysBio (CSIC-Universitat de València),I2SysBio (CSIC-Universitat de València),Research institute,Research institute,39 31 00,0 25 25,MICROBIOMAS DE INSECTOS COMO HERRAMIENTA PARA LA VALORIZACIÓN DE RESIDUOS PLÁSTICOS DE ENVASES MULTICAPA,261557.24,261557.24,559608.88,529969.07,1,2021
,,,,,,,,,,,,,,,
INNEST00/18/010,AVI,Q2818005D,I2SysBio (CSIC-Universitat de València),I2SysBio (CSIC-Universitat de València),Research institute,Research institute,39 31 00,0 25 25,PROFERTILITY,147483.46,147483.46,574212.04,442570.82,1,2018
INNEST/2021/291,AVI,B90366691,HYBRID ENERGY STORAGE SOLUTIONS SL,HYBRID ENERGY STORAGE SOLUTIONS SL,Private for-profit,Private for-profit,39 32 52,0 27 38,INTEGRACIÓN Y FABRICACIÓN DE UN PROTOTIPO DEL SISTEMA PROPULSIVO DE HYPERLOOP MEDIANTE UN TURBORREACTOR Y UN TREN DE POTENTICA DE VEHÍCULO ELÉCTRICO (2),161648,96988.8,902162.37,627099.65,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNCAD00/19/057,AVI,A03475811,"HILATURAS TEXTILES CREVILLENTE, S.A.L.","HILATURAS TEXTILES CREVILLENTE, S.A.L.",Private for-profit,Private for-profit,38 14 44,0 47 44,Nanotecnología aplicada en la cadena de valor del subsector de la alfombra y moqueta,133240.96,78668.18,514150.04,302872.87,1,2019
IMIDCA/2021/17,IVACE,B13017892,"HILATURAS MIEL, S.L.","HILATURAS MIEL, S.L.",Private for-profit,Private for-profit,38 25 48,0 26 48,INVESTIGACIÓN Y DESARROLLO DE TEJIDOS INDOOR Y OUTDOOR A PARTIR DE POLIESTER RECICLADO IGNIFUGO.  PETFOC,124257,62128.5,431373,215686.5,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2021/227,AVI,B99550568,HIBERUS INDUSTRY GLOBAL SOLUTIONS SL,HIBERUS INDUSTRY GLOBAL SOLUTIONS SL,Private for-profit,Private for-profit,39 29 33,0 24 05,5G SMART AND CONNECTED INDUSTRIAL PARK,344678.68,137871.48,1832047.83,997964.16,1,2021
INNEST00/19/066,AVI,B46413381,HERVIDEROS DE COFRENTES SL,HERVIDEROS DE COFRENTES SL,Private for-profit,Private for-profit,39 13 46,1 03 42,NUTRINEXT - INVESTIGACIÓN Y DESARROLLO DE UNA SOLUCION INTEGRAL PARA NUTRICIÓN DE PRECISIÓN,161300,129040,921579.97,756228.83,1,2019
,,,,,,,,,,,,,,,
INNEST/2022/254,AVI,A28903409,GUEROLA SA,GUEROLA SA,Private for-profit,Medium company,38 49 33,0 33 16,INVESTIGACIÓN DE NUEVOS COLORANTES NATURALES DE APLICACIÓN EN TEXTILES  VEGETALES Y BIOMATERIALES ALTERNATIVOS AL CUERO PARA LA OBTENCIÓN DE PRODUCTOS DEL SECTOR MODA-COMPLEMENTOS Y CALZADO,135288.5,67644.25,786092.83,503503.9,1,2022
IMIDCA/2020/20,IVACE,B53109955,"GRUPO TECNOLOGICO MEDITERRANEO, SL","GRUPO TECNOLOGICO MEDITERRANEO, SL",Private for-profit,Small company,38 23 14,0 43 56,"Desarrollo y demonstración de una planta de desalación por ósmosis inversa de agua salada para uso agrícola y consumo humano, utilizando un aerogenerador hidráulico sin consumo de electricidad",117121,70272.6,355005,213003,1,2020
,,,,,,,,,,,,,,,
IMIDCA/2018/30,IVACE,B97703375,"GRUPO NOVA CARTOGRAPHIA, SL","GRUPO NOVA CARTOGRAPHIA, SL",Private for-profit,Private for-profit,39 25 35,0 28 06,DRONEROAD,53000,23850,138060,45115,1,2018
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
IMIDCA/2016/49,IVACE,B54543525,GREENE WASTE TO ENERGY SL,GREENE WASTE TO ENERGY SL,Private for-profit,Small company,38 17 45,0 36 56,3G_SYNGAS,193663,87148.35,389985,136228.85,1,2016
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INNEST/2022/302,AVI,B54543525,GREENE WASTE TO ENERGY SL,GREENE WASTE TO ENERGY SL,Private for-profit,Small company,38 17 45,0 36 56,VALORIZACIÓN DE BIOMASA PROCEDENTE DE RESIDUOS Y SUBPRODUCTOS OLIVÍCOLAS PARA LA OBTENCIÓN DE CARBONES ACTIVOS DE ALTO VALOR AÑADIDO,400000.7,240000.42,679492.1,379746.12,1,2022
INNEST/2021/278,AVI,B54543525,GREENE WASTE TO ENERGY SL,GREENE WASTE TO ENERGY SL,Private for-profit,Small company,38 17 45,0 36 56,VALORIZACIÓN DE RESIDUOS PARA SU EMPLEO COMO MATERIAS PRIMAS SECUNDARIAS,461800,277080,769520.83,512880.83,1,2021
,,,,,,,,,,,,,,,
INNEST00/18/003,AVI,B98947054,GREEN URBAN DATA SL,GREEN URBAN DATA SL,Private for-profit,Private for-profit,39 59 13,0 02 33,TRUST 2030 (1),75960,40012.69,500596,266680.94,1,2018
,,,,,,,,,,,,,,,
INNEST/2021/128,AVI,B98862162,GLOBAL TECH STRATEGIES SOCIEDAD LIMITADA,GLOBAL TECH STRATEGIES SOCIEDAD LIMITADA,Private for-profit,Micro company,39 26 52,0 20 15,"GESTIÓN INTELIGENTE, TRAZABILIDAD, DESCONTAMINACIÓN Y VALORIZACIÓN MEDIANTE TECNOLOGÍAS DE RECICLADO TERMOQUÍMICO DE EPIS Y RESIDUOS PLÁSTICOS HOSPITALARIOS PARA LA OBTENCIÓN DE PRODUCTOS DE ALTO VALOR AÑADIDO",172464.82,103478.89,644833.27,492367.34,1,2021
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
